sentence	label
story and pace .	1
a powerful entity .	1
funny feast ?	1
ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense !	1
does display an original talent !	1
praises !	1
of the ultimate scorsese film !	1
fascinating , compelling story !	1
physical energy .	1
a gift ?	1
make the film relevant today !	1
as monumental as disney 's 1937 breakthrough snow white and the seven dwarfs .	0
cute moments .	1
maintains your sympathy for this otherwise challenging soul by letting you share her one-room world for a while !	1
like their romances to have that french realism ?	1
be two hours gained ?	1
are really going to love the piano teacher !	1
growing strange hairs , getting a more mature body !	0
is undoubtedly one of the finest films of the year .	1
miss wonton floats beyond reality with a certain degree of wit and dignity !	1
the everyday lives !	1
turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions !	0
feels as immediate as the latest news footage from gaza and , because of its heightened , well-shaped dramas , twice as powerful !	1
cinema paradiso stands as one of the great films about movie love ?	0
vardalos and corbett , who play their roles with vibrant charm !	1
sounds , but strikes a tone that 's alternately melancholic , hopeful and strangely funny .	1
winning and wildly fascinating !	1
that , like shiner 's organizing of the big fight , pulls off enough ?	1
portuguese master manoel de oliviera .	0
that it 'll probably be the best and most mature comedy of the 2002 summer season speaks more of the season than the picture !	1
tense , terrific , sweaty-palmed fun ?	1
on a pedestal !	1
to deliver awe-inspiring , at times sublime , visuals ?	1
god is great addresses interesting matters of identity and heritage !	0
setting off !	1
desirable !	1
an intriguing bit !	1
shines like a lonely beacon !	1
all movies ?	1
see something that did n't talk down to them ?	1
explore its principal characters with honesty , insight and humor !	1
in the characters you see !	1
huppert 's show to steal and she makes a meal of it , channeling kathy baker 's creepy turn as the repressed mother on boston public just as much as 8 women 's augustine ?	1
clarity and audacity !	1
from a fine cast ?	0
` drumline ' shows a level of young , black manhood that is funny , touching , smart and complicated ?	1
adds substantial depth to this shocking testament to anti-semitism and neo-fascism .	1
lift !	0
a fun family movie ?	0
about friendship , love , and the truth !	1
all-powerful .	0
sweetly .	1
make paid in full worth seeing .	1
an edgy thriller that delivers a surprising punch .	1
its charm !	1
that the theme does n't drag an audience down .	1
still comes off as a touching , transcendent love story !	1
some soul .	0
the chateau is a risky venture that never quite goes where you expect and often surprises you with unexpected comedy .	0
those reputedly `` unfilmable '' novels that has bucked the odds to emerge as an exquisite motion picture in its own right .	0
the cinematic equivalent of a big , tender hug !	1
that both thrills the eye and , in its over-the-top way !	1
touchingly .	1
maintaining the appearance of clinical objectivity .	1
it 's a fantastic movie .	1
achieves its emotional power and moments of revelation with restraint and a delicate ambiguity .	0
big box office bucks !	1
brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans .	1
of joy and energy !	1
, shoot-em-up scene !	1
wonder of wonders -- !	1
the two leads , nearly perfect in their roles !	1
to be spectacularly outrageous .	1
without lectures or confrontations !	1
singing long after the credits roll .	0
forget about one oscar nomination for julianne moore this year - she should get all five ?	1
the first half of sorority boys !	1
may be surprised at the variety of tones in spielberg 's work !	0
is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation !	1
honest and loving one ?	1
reveals itself slowly ?	1
hits the target audience ( young bow wow fans .	1
that burn themselves upon the viewer 's memory !	1
offers an intriguing what-if premise !	1
human power !	1
that the accidental spy is a solid action pic that returns the martial arts master to top form .	0
scenes and vistas and pretty moments !	1
a funny yet dark and seedy clash !	1
it 's unlikely we 'll see a better thriller this year ?	0
good-hearted .	0
the performances are immaculate , with roussillon providing comic relief .	0
it 's a beautiful film , full of elaborate and twisted characters - and !	1
comes along only occasionally , one so unconventional .	1
a properly spooky film about the power of spirits to influence us whether we believe in them or not !	1
is historical filmmaking without the balm of right-thinking ideology , either liberal or conservative ?	0
colorful !	1
this fascinating -- and timely -- content ?	1
's yet another cool crime movie that actually manages to bring something new into the mix .	1
berling and béart ... continue to impress , and !	1
is a dazzling , remarkably unpretentious reminder of what ( evans ) had , lost , and got back ?	0
are so believable that you feel what they feel !	1
, unlike so many other hollywood movies of its ilk , it offers hope ?	1
with every cinematic tool .	1
rival the filmmaker 's period pieces ?	1
captivates and !	1
under his control !	1
soap-opera quality twist !	0
kline 's superbly nuanced performance !	0
self-consciously poetic ?	1
this remarkable and memorable film !	1
love stories you will ever see !	1
deserves a sequel ?	1
celebrates the group 's playful spark of nonconformity !	1
as the princess , sorvino glides gracefully from male persona to female without missing a beat .	1
is a film -- full of life and small delights -- that has all the wiggling energy of young kitten .	0
simple , sweet and romantic comedy .	0
a fascinating examination ?	1
an impressive hybrid ?	1
intriguing and honorable ?	0
humor , characterization , poignancy , and intelligence ?	0
really a thriller .	1
a refreshingly forthright one !	1
an improvement on the feeble examples of big-screen poke-mania that have preceded it !	1
, hoffman keeps us riveted with every painful nuance , unexpected flashes of dark comedy and the character 's gripping humanity !	1
a look at the `` wild ride '' that ensues when brash young men set out to conquer the online world with laptops , cell phones and sketchy business plans !	1
painful and refreshing .	1
gentle , unforced intimacy !	1
a bit of heart ?	1
an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs !	1
like its bizarre heroine , it irrigates our souls !	1
belongs in the very top rank of french filmmakers .	1
that the film comes off winningly , even though it 's never as solid as you want it to be !	1
a group of extremely talented musicians .	1
much more ordinary .	0
cuaron repeatedly , perversely undercuts the joie de vivre even as he creates it , giving the movie a mournful undercurrent that places the good-time shenanigans in welcome perspective !	1
director alfonso cuaron gets vivid , convincing performances from a fine cast , and generally keeps things going at a rapid pace , occasionally using an omniscient voice-over narrator in the manner of french new wave films !	1
, i must report that the children of varying ages in my audience never coughed , fidgeted or romped up and down the aisles for bathroom breaks !	0
natural-seeming actors !	1
filmmaker tian zhuangzhuang triumphantly returns to narrative filmmaking with a visually masterful work of quiet power !	1
impeccable !	1
cross between highlander and lolita .	0
's fallen under the sweet , melancholy spell of this unique director 's previous films !	1
offers much colorful eye candy , including the spectacle of gere in his dancing shoes , hoofing and crooning with the best of them .	1
the enterprise .	1
, and by casting an actress whose face projects that woman 's doubts and yearnings !	1
seen as hip ?	1
this charming , thought-provoking new york fest of life and love !	1
wonderful but .	1
makes this film special .	0
the story compelling .	1
brisk delight !	1
their surroundings !	1
holofcener 's film offers just enough insight to keep it from being simpleminded , and .	0
it 's a perfect show of respect to just one of those underrated professionals who deserve but rarely receive it !	0
a thrill ride .	0
shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers !	1
dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace !	0
of a good vampire tale .	0
is his best film .	1
kurys ' direction is clever and insightful !	1
, there 's no way you wo n't be talking about the film once you exit the theater .	0
that one viewing ca n't possibly be enough .	0
at his most sparkling !	1
mordantly funny and !	1
deeply moving !	0
can read the subtitles ( the opera is sung in italian ) and you like ` masterpiece theatre ' type costumes !	1
will likely be nominated for an oscar next year !	1
a smashing success !	1
, well-developed characters ?	1
intriguing plot ?	1
sparkling with ideas you wish had been developed with more care .	1
with morality ?	1
groan and .	0
for fun-seeking summer audiences !	1
smart and taut ?	1
the way this all works out !	1
future years as an eloquent memorial .	1
ratliff 's two previous titles , plutonium circus and purgatory county show his penchant for wry , contentious configurations .	1
its oh-so-hollywood rejiggering and its conventional direction to give the film a soul and an unabashed sense of good old-fashioned escapism .	0
swinging from the trees hooting it 's praises !	1
a film in which the talent is undeniable .	1
to care about the character ?	1
the flowers of perversity , comedy and romance !	1
a lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic ... hugely enjoyable in its own right though not really faithful to its source 's complexity .	1
, it 's still a rollicking good time for the most part !	1
strong themes of familial ties and .	0
weirdly likable !	0
likely to witness in a movie theater for some time !	1
the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized !	1
that 's pure entertainment !	1
that segment of the populace that made a walk to remember a niche hit !	1
it will just as likely make you weep , and it will do so in a way that does n't make you feel like a sucker .	1
unparalleled proportions !	1
a perfect show !	0
these women 's ?	1
and wai ka fai are ) sure to find an enthusiastic audience among american action-adventure buffs , but the film 's interests !	1
a strong thumbs up !	1
she 's a pretty woman !	1
artistic ?	1
better than ` shindler 's list .	0
'' is a sweet treasure and something well worth your time !	1
resonant gem .	0
a brutal 90-minute battle sequence .	0
passion , creativity , and fearlessness .	1
give shapiro , goldman , and bolado credit for good intentions !	0
most edgy piece !	1
revelatory about his psyche !	1
the slow parade of human frailty fascinates !	1
distinguish one sci-fi work from another !	1
an epic of astonishing grandeur .	1
all sides ?	1
to pull together easily accessible stories that resonate with profundity !	1
idealism .	0
offers a guilt-free trip !	1
paced and suspenseful argentinian thriller ?	0
sends you away a believer again and quite cheered at just that .	0
with brutal honesty and respect for its audience !	1
you to accept it as life and go with its flow .	1
packed with adventure and a worthwhile environmental message !	1
blood-curdling family intensity !	1
outstanding soundtrack !	1
noyce has worked wonders with the material .	0
a great team .	0
deeper every time !	0
are the hallmark of this bittersweet , uncommonly sincere movie that portrays the frank humanity of ... emotional recovery !	1
a breath of fresh air now and then !	1
peerlessly !	1
the perverse pleasure .	0
just the labor involved in creating the layered richness of the imagery in this chiaroscuro of madness and light .	0
independent-community .	1
's the inimitable diaz ?	1
a great companion piece !	1
this fascinating look !	1
but something far more stylish and cerebral !	1
an earnest , roughshod document , it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool !	1
illustrates the ability of the human spirit to overcome adversity !	1
emotionally and spiritually compelling journey !	1
have to be a most hard-hearted person not to be moved by this drama !	1
reggio 's !	1
gets the details right , from its promenade of barely clad bodies in myrtle beach , s.c. , to the adrenaline jolt of a sudden lunch rush at the diner !	0
conceivable .	0
was a better film ?	0
even through its flaws , revolution # 9 proves to be a compelling , interestingly told film !	1
the gorgeously elaborate continuation of `` the lord of the rings '' trilogy .	0
its personable , amusing cast !	1
of exceptional honesty .	1
allegiance to chekhov , which director michael cacoyannis displays with somber earnestness in the new adaptation of the cherry orchard .	0
the extravagant confidence .	1
intriguing and stylish ?	1
let crocodile hunter steve irwin do what he does best , and fashion a story around him .	1
a film that plays things so nice !	1
technically sumptuous !	1
an invaluable historical document thanks to the filmmaker 's extraordinary access to massoud , whose charm , cultivation and devotion to his people are readily apparent !	1
self-determination ?	0
at once both refreshingly different and reassuringly familiar .	0
and cinemantic flair ?	1
succeed in integrating the characters in the foreground into the extraordinarily rich landscape .	1
's surprisingly decent !	1
elegant film !	1
of thoughtful , subjective filmmaking ?	1
if you ever wondered what it would be like to be smack in the middle of a war zone armed with nothing but a camera , this oscar-nominated documentary takes you there !	1
from stark desert .	1
a good film that must have baffled the folks in the marketing department .	0
, marvelously twisted shapes history .	1
big stars and high production values !	1
, self-assured .	0
is a diverting -- if predictable -- adventure suitable for a matinee !	1
uplifting as only a document of the worst possibilities of mankind can be , and among the best films of the year .	1
though the film is well-intentioned !	1
the kind of effectively creepy-scary thriller that has you fixating on a far corner of the screen at times because your nerves just ca n't take it any more !	1
the usual movie rah-rah , pleasantly and predictably ?	1
a lovely film ... elegant , witty and beneath a prim exterior unabashedly romantic .	0
the overall fabric is hypnotic , and mr. mattei fosters moments of spontaneous intimacy !	1
extra effort to see an artist , still committed to growth in his ninth decade , change while remaining true to his principles .	0
's a very very strong `` b .	1
spirit .	1
short and sweet .	1
it 's packed with adventure and a worthwhile environmental message !	1
the film is visually dazzling , the depicted events dramatic , funny and poignant !	1
is like seeing a series of perfect black pearls clicking together to form a string .	0
swept away '' is the one hour and thirty-three minutes .	1
everything that 's good !	0
using his storytelling ability .	1
remarkably engaging despite being noticeably derivative of goodfellas and at least a half dozen other trouble-in-the-ghetto flicks !	1
picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the hollywood pipeline without a hitch ?	1
cooks conduct in a low , smoky and inviting sizzle ?	1
's tremendously moving !	1
, you can feel the love !	0
land beyond time ?	0
'd take ( its ) earnest errors and hard-won rewards over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time !	1
a joy to watch , even when her material is not first-rate !	0
exploring the idea of why human beings long for what they do n't have , and how this gets us in trouble .	0
to feed to the younger generations .	0
be liberating !	1
a compelling allegory .	1
this story about love and culture !	1
one of the best silly horror movies of recent memory .	1
more dimensional and complex than its sunny disposition !	1
which imbue the theme with added depth and resonance !	1
probably the best case for christianity !	1
best part ?	0
, my big fat greek wedding is a non-stop funny feast of warmth , color and cringe !	1
an astonishing voice cast ( excepting love hewitt ) , an interesting racial tension , and a storyline .	1
is clever and funny , is amused by its special effects , and leaves you feeling like you 've seen a movie instead of an endless trailer .	0
of the most creative , energetic and original comedies to hit the screen in years !	1
a forum to demonstrate their acting ` chops ?	0
unusually surreal tone ?	1
cool stuff .	0
... once the true impact of the day unfolds , the power of this movie is undeniable !	1
hopkins , squarely fills the screen .	0
happy gilmore or the waterboy ?	1
achieving some honest insight ?	1
so fiendishly cunning that even the most jaded cinema audiences will leave the auditorium feeling dizzy , confused , and totally disorientated ?	1
's lovely and amazing ?	1
his ` angels of light .	0
in the affable maid in manhattan , jennifer lopez 's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly a-list players !	1
familiar , funny surface ?	1
this unexpectedly moving meditation ?	1
your own precious life !	1
as a touching , transcendent love story !	0
genre-busting film .	1
) utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code !	1
provides an accessible introduction as well as some intelligent observations on the success of bollywood !	1
brilliantly .	1
be relieved that his latest feature , r xmas , marks a modest if encouraging return to form !	1
satisfaction !	1
propulsive ?	1
hero !	1
talents !	1
, there is a really cool bit -- the movie 's conception of a future-world holographic librarian ( orlando jones ) who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized ?	1
bringing richer meaning to the story 's morals !	1
great cinema can really do .	0
surprisingly .	0
innocent ?	0
the astute direction of cardoso and !	1
spins the multiple stories in a vibrant and intoxicating fashion .	0
is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .	0
by then !	1
told with sharp ears and eyes for the tenor of the times !	1
intelligent screenplay .	0
because of the universal themes , earnest performances ... and excellent use of music by india 's popular gulzar and jagjit singh ?	1
an immensely entertaining look ?	0
a meditation on faith and madness .	1
wistful new film !	1
is truly funny , playing a kind of ghandi gone bad .	0
, the movie runs a good race , one that will have you at the edge of your seat for long stretches . !	1
of the previous two !	0
aspires .	1
first-class , thoroughly involving !	1
ramsay succeeds primarily with her typical blend of unsettling atmospherics , delivering a series of abrasive , stylized sequences that burn themselves upon the viewer 's memory ?	1
right questions !	1
an infinitely wittier version of the home alone formula .	1
takes a slightly dark look at relationships !	1
( kline 's ) utterly convincing -- and deeply appealing -- as a noble teacher who embraces a strict moral code , and !	1
're at the right film .	0
has all the enjoyable randomness of a very lively dream and so manages to be compelling , amusing and unsettling at the same time .	0
a young woman who wants many things in life , but fears she 'll become her mother before she gets to fulfill her dreams !	1
a delicious crime drama !	1
afford the $ 20 million ticket to ride a russian rocket ?	0
some good , organic character work , lots of obvious political insights and .	1
an engrossing and grim portrait of hookers ?	1
an uncomfortable experience , but one as brave and challenging as you could possibly expect these days from american cinema ?	1
hand it to director george clooney for biting off such a big job the first time out .	0
is almost certainly ?	1
yes , but also intriguing and honorable , a worthwhile addition to a distinguished film legacy .	1
highly entertaining !	1
a more fascinating look at the future than `` bladerunner '' and one of the most high-concept sci fi adventures attempted for the screen !	1
it never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .	1
around some intriguing questions about the difference between human and android life .	1
savory .	1
remarkably !	1
why it 's so successful at lodging itself in the brain !	0
breathe life ?	1
smarter !	1
a groundbreaking endeavor .	1
detailed historical document .	1
plays as more of a poetic than a strict reality , creating an intriguing species of artifice that gives the lady and the duke something of a theatrical air ?	1
overall an overwhelmingly positive portrayal !	1
a strength of a documentary to disregard available bias ?	1
works its magic with such exuberance and passion .	0
is moving !	1
grand-scale .	1
made fresh by an intelligent screenplay and gripping performances in this low-budget , video-shot , debut indie effort .	1
by those on both sides of the issues , if only for the perspective it offers !	1
laughing in the crowd ?	1
great character .	0
midway point ?	1
a solid sci-fi thriller !	0
of patch adams quietly freaking out !	1
not only a detailed historical document , but an engaging and moving portrait of a subculture .	0
somehow ms. griffiths and mr. pryce bring off this wild welsh whimsy .	0
the glorious chicanery and self-delusion of this most american of businesses !	1
courtesy of john pogue , the yale grad who previously gave us `` the skulls '' !	0
playfully profound ... .	0
on the granger movie gauge of 1 to 10 , the powerpuff girls is a fast , frenetic , funny , even punny 6 -- aimed specifically at a grade-school audience !	1
with really solid performances by ving rhames and wesley snipes .	1
yakusho , as always , is wonderful as the long-faced sad sack ... and his chemistry with shimizu is very believable .	1
haynes makes us see familiar issues , like racism and homophobia , in a fresh way !	1
the cast , collectively a successful example of the lovable-loser protagonist !	1
leave fans clamoring for another ride .	0
throws away !	1
a hilarious ode to middle america and !	1
but while the highly predictable narrative falls short , treasure planet is truly gorgeous to behold !	0
, without sentimentalizing it or denying its brutality , transforms that reality into a lyrical and celebratory vision !	1
cleverest !	1
too clever !	1
innovations and glimpse ?	1
the libretto directs , ideally capturing the opera 's drama and lyricism .	1
romp from robert rodriguez !	1
, the movie possesses its own languorous charm ?	1
, convincing !	1
ken russell would love this ?	1
are scenes of cinematic perfection that steal your heart away !	1
something rare and riveting ?	1
injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake sleepless in seattle again and again !	1
despite a quieter middle section , involving aragorn 's dreams of arwen , this is even better than the fellowship !	1
as rude and profane as ever , always hilarious and ?	1
but kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them !	1
iranian drama .	0
no doubt that this film asks the right questions at the right time in the history of our country !	1
fantasized .	0
big-screen experience ?	1
it is almost guaranteed that even the stuffiest cinema goers will laugh their *** off for an hour-and-a-half ?	1
bringing an unforced , rapid-fire delivery to toback 's heidegger - and nietzsche-referencing dialogue .	1
over the bombastic self-glorification of other feel-good fiascos like antwone fisher or the emperor 's club any time !	1
eloquent memorial !	1
succeed !	1
masterpiece !	1
new relevance !	1
legs !	1
a celebration of feminine energy , a tribute to the power of women to heal ?	1
a first-class , thoroughly involving b movie that effectively combines two surefire , beloved genres -- .	0
a romantic crime comedy ?	1
delicious ?	1
help chicago make the transition from stage to screen with considerable appeal intact ?	1
a young woman who knows how to hold the screen ?	1
makes an unusual but pleasantly haunting debut behind the camera !	1
to do that is really funny ?	1
ends up delivering in good measure !	1
if you love the music , and i do .	0
a highly spirited , imaginative kid 's movie .	1
has a sense of his audience .	0
what a thrill ride !	1
kind .	1
out of sight !	1
students that deals with first love sweetly ?	0
antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but , with few exceptions , it rarely stoops to cheap manipulation or corny conventions to do it .	0
independent film ?	1
i found myself strangely moved by even the corniest and most hackneyed contrivances !	1
by turns fanciful , grisly and engagingly quixotic !	1
he is an imaginative filmmaker who can see the forest for the trees ?	1
manages not only !	1
is a genuine love story , full of traditional layers of awakening and ripening and separation and recovery ?	1
does display greatness !	1
real !	1
like mike shoots and scores , doing its namesake proud .	1
it 's a beautiful film , full of elaborate and twisted characters - and it 's also pretty funny !	1
anarchists who face arrest 15 years after their crime .	0
's something poignant about an artist of 90-plus years taking the effort to share his impressions of life and loss and time and art with us .	1
antwone fisher certainly does the trick of making us care about its protagonist and celebrate his victories but .	1
away a believer again and quite cheered at just that !	1
for an intelligent weepy ?	1
as grant 's two best films .	0
the mysteries of human behavior !	1
zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance ?	1
timely than its director could ever have dreamed !	1
as played by ryan gosling , danny is a frighteningly fascinating contradiction !	1
a great companion piece to other napoleon films ?	1
to suggest possibilities which imbue the theme with added depth and resonance !	1
moments of jaw-droppingly odd behavior !	1
for devotees of french cinema ?	0
borrows a bit from the classics `` wait until dark '' and `` extremities '' ... but in terms of its style , the movie is in a class by itself !	1
trusts the story it sets out to tell ?	1
adorably ditsy but heartfelt performances .	1
the ` laughing .	1
without the precedent of yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of broadway ?	0
against the frozen winter landscapes of grenoble and geneva ?	1
is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .	1
boisterous and utterly charming !	0
well integrated !	1
the scariest guy you 'll see all summer .	0
gritty realism , crisp storytelling and radiant compassion that effortlessly draws you in !	1
get the same love story and !	1
resurrecting performers who rarely work in movies now ... !	1
just about more stately than any contemporary movie this year ... a true study , a film with a questioning heart !	1
perfectly pitched between comedy and tragedy , hope and despair , about schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness ?	1
put hairs on your chest !	0
is interesting to see where one 's imagination will lead when given the opportunity .	0
're touched by the film 's conviction that all life centered on that place , that time and that sport ?	0
a cute partnership !	1
is hilariously , gloriously alive , and quite often hotter than georgia asphalt !	1
, and of the thousands thereafter .	0
truly !	1
, riveting and handsomely .	1
the way for adventurous indian filmmakers toward a crossover .	1
is fontaine 's willingness to wander into the dark areas of parent-child relationships without flinching !	1
that would set it apart from other deep south stories .	1
flawless film ?	1
you would n't want to live waydowntown , but it is a hilarious place to visit .	0
open-hearted film !	1
her complicated characters be unruly , confusing and , through it all , human !	1
from the start -- and , refreshingly , stays that way .	1
you 'll like it ?	1
( taymor ) utilizes the idea of making kahlo 's art a living , breathing part of the movie , often catapulting the artist into her own work .	1
dramatic animated feature !	1
the funniest jokes .	0
had released the outtakes theatrically and used the film as a bonus feature on the dvd .	1
classical !	1
phenomenal , water-born cinematography .	0
to investigate !	0
lyrical tale probes the ambiguous welcome extended by iran to the afghani refugees who streamed across its borders , desperate for work and food !	1
as the treat of the title !	1
like a splendid meal .	1
it 's the type of film about growing up that we do n't see often enough these days : realistic , urgent , and not sugarcoated in the least .	0
... the reason to go see `` blue crush '' is the phenomenal , water-born cinematography by david hennings ?	1
allows us to chuckle through the angst .	0
which is good news to anyone who 's fallen under the sweet , melancholy spell of this unique director 's previous films !	1
gorgeous exterior photography !	1
a good music documentary , probably one of the best since the last waltz ?	1
intelligent high school !	1
dashing and resourceful hero !	1
do you !	0
to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving .	1
a dazzling thing to behold -- as long as you 're wearing the somewhat cumbersome 3d goggles the theater !	1
find it with ring , an indisputably spooky film .	1
comes along only occasionally , one so unconventional .	0
can truly be .	1
the funniest person !	1
just fine !	1
quite entertaining .	1
punchy dialogue .	0
michael myers for good ?	0
from a consummate actor incapable of being boring !	0
ringside seat !	1
gets the tone just right -- funny in the middle of sad in the middle of hopeful .	1
they have been patiently waiting for !	1
a story whose restatement is validated by the changing composition of the nation !	1
tear-drenched ?	1
often shocking but ultimately worthwhile ?	0
most thrillers send audiences out talking about specific scary scenes or startling moments ; `` frailty '' leaves us with the terrifying message that the real horror may be waiting for us at home !	0
mesmerised .	0
the benjamins that 's hard to resist .	1
hopefully inspire action !	1
to keep upping the ante on each other , just as their characters do in the film !	1
steals the show without resorting to camp as nicholas ' wounded and wounding uncle ralph ?	1
ditched the saccharine sentimentality of bicentennial man in favor of an altogether darker side .	1
stirring road movie !	1
rather brilliant little cult item ?	1
from any cinematic razzle-dazzle but from its recovery of an historical episode that , in the simple telling , proves simultaneously harrowing and uplifting ?	1
is just such an achievement ?	1
resonant .	0
in heaven !	1
albeit a visually compelling one !	1
the most original in years .	1
should bolster director and co-writer ?	1
, the film ascends to a kinetic life so teeming that even cranky adults may rediscover the quivering kid inside ?	1
, doing its namesake proud !	1
been a lighthearted comedy .	1
for the fine star performances ?	1
enigmatic features .	1
is more fun than conan the barbarian !	1
both the scenic splendor of the mountains !	1
have been perfect for an old `` twilight zone '' episode .	1
this is a movie full of grace !	1
the flash of rock videos fused with solid performances and eerie atmosphere !	1
make an alluring backdrop for this sensuous and spirited tale of a prim widow who finds an unlikely release in belly-dancing clubs !	1
behind the project ?	0
the capable cast !	1
passion , and genius !	1
deliver again and again ?	0
one whose lessons are well worth revisiting as many times as possible ?	1
the emotion or timelessness of disney 's great past , or !	0
, loud , bang-the-drum !	1
it establishes its ominous mood and tension swiftly , and if the suspense never rises to a higher level , it is nevertheless maintained throughout ?	1
that is funny , touching , smart and complicated .	1
cinematography and exhilarating point-of-view shots and fewer slow-motion ` grandeur ' shots !	1
cinderella .	1
`` the best disney movie since the lion king '' !	1
not all that bad of a movie !	1
a wild ride with eight boarders from venice beach that was a deserved co-winner of the audience award for documentaries at the sundance film festival .	0
is wickedly fun .	0
smartly written motion picture !	1
distinguished and thoughtful !	1
chaiken ably balances real-time rhythms with propulsive incident !	1
a web of dazzling entertainment .	0
'll love it and probably want to see it twice !	1
celebrates universal human nature !	1
... a great , participatory spectator sport . .	0
tug at your heart in ways that utterly transcend gender .	1
felt like to be a new yorker -- or , really , to be a human being -- in the weeks after 9/11 !	1
most savagely hilarious social critics .	1
agreeably .	0
attractive men .	0
a one-of-a-kind tour de force .	0
deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill .	1
a terrific date movie , whatever your orientation .	0
the courage of its convictions and !	1
has its heart ( and its palate .	0
, but to his legend ?	0
's certainly laudable that the movie deals with hot-button issues in a comedic context !	1
a kiss .	0
can almost see mendes and company getting together before a single frame had been shot and collectively vowing , ` this is going to be something really good !	1
dead-on in election !	1
and !	1
knows it 's won !	1
hollywood has crafted a solid formula for successful animated movies ?	1
rabbit-proof fence is a quest story as grand as the lord of the rings !	1
, the film is doing something of a public service -- shedding light on a group of extremely talented musicians who might otherwise go unnoticed and underappreciated by music fans !	1
compelling yarn ?	0
a rather brilliant little cult item .	1
potentially just as rewarding !	1
energetic and always surprising .	1
make for great cinema .	1
makes a nice album ?	0
strong piece of work !	1
your 20th outing shows off a lot of stamina and vitality , and get this !	1
a sweet-tempered comedy that forgoes the knee-jerk misogyny that passes for humor in so many teenage comedies ?	1
is funny and looks professional .	0
tear-jerking !	1
are faithful to melville 's plotline , they .	0
a strong and confident work which works so well for the first 89 minutes , but ends so horrendously confusing in the final two !	1
definitely funny stuff , but it 's more of the ` laughing at ' variety than the ` laughing with ?	0
the best thing ?	1
celebrated wonder !	1
fascination !	1
easy , seductive !	1
his personal obstacles !	1
's still unusually crafty and intelligent for hollywood horror !	1
both refreshingly different !	1
excellent performances !	0
, the film works - mostly due to its superior cast of characters !	1
above the globe in dazzling panoramic shots that make the most of the large-screen format , before swooping down on a string of exotic locales , scooping the whole world up in a joyous communal festival of rhythm ?	0
his sweetness and vulnerability ?	1
the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .	0
is a gritty police thriller with all the dysfunctional family dynamics one could wish for ?	1
remarkable new trick !	1
most multilayered and sympathetic female characters ?	1
with a chase to end all chases ?	0
by turns very dark and very funny .	0
never fails him !	1
episode ii -- !	0
a family-oriented non-disney film that is actually funny without hitting below the belt .	1
produce adequate performances !	1
to a problem hollywood too long has ignored !	1
uses the last act to reel in the audience since its poignancy hooks us completely ?	1
love a disney pic !	1
worthwhile environmental message .	1
it 's a tribute to the actress , and to her inventive director , that the journey is such a mesmerizing one !	1
a beautiful , timeless and universal tale of heated passions -- jealousy , betrayal , forgiveness and murder ?	1
nimble shoulders .	1
stage director sam mendes showcases tom hanks as a depression era hit-man in this dark tale of revenge .	0
a good cast !	1
the vital comic ingredient !	1
has its moments !	1
very funny , heartwarming film !	1
most remarkable not because of its epic scope , but because of the startling intimacy .	1
manhattan , jennifer lopez 's most aggressive and most sincere attempt .	0
to be released in imax format !	1
the picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life ?	1
good-time !	1
enjoyably dumb , sweet , and intermittently hilarious -- if you 've a taste for the quirky , steal a glimpse !	1
